CÓDIGO DE PARADA;PARADA;COORENADA X;COORDENADA Y;LÍNEA-DESTINO;;
1317;Calle Dulzaina, frente Hospital;-4,711837;41,630937;17-Rondilla;;
1317;Calle Dulzaina, frente Hospital;-4,711837;41,630937;19-Plaza España;;
1318;Calle Dulzaina, Hospital Río Hortega;-4,712130;41,630816;17-Polígono San Cristóbal;;
1318;Calle Dulzaina, Hospital Río Hortega;-4,712130;41,630816;19-La Cistérniga;;
1318;Calle Dulzaina, Hospital Río Hortega;-4,712130;41,630816;9-Poligono San Cristóbal;;
1318;Calle Dulzaina, Hospital Río Hortega;-4,712130;41,630816;P3-Polígono San Cristóbal;;
1318;Calle Dulzaina, Hospital Río Hortega;-4,712130;41,630816;PSC2-Polígono San Cristóbal;;
666;Calle Duque de La Victoria 23, esquina Plaza España;-4,726073;41,649378;18-La Overuela ;;
666;Calle Duque de La Victoria 23, esquina Plaza España;-4,726073;41,649378;2-Barrio España;;
666;Calle Duque de La Victoria 23, esquina Plaza España;-4,726073;41,649378;4-Duque de La Victoria ;;
666;Calle Duque de La Victoria 23, esquina Plaza España;-4,726073;41,649378;B1-San Pedro Regalado;;
666;Calle Duque de La Victoria 23, esquina Plaza España;-4,726073;41,649378;B5-La Cistérniga;;
666;Calle Duque de La Victoria 23, esquina Plaza España;-4,726073;41,649378;M1-Fuente Dorada;;
1054;Calle Duque de La Victoria 5, esquina calle Regalado;-4,726692;41,651061;4-Pinar de Jalón;;
1054;Calle Duque de La Victoria 5, esquina calle Regalado;-4,726692;41,651061;8-Parquesol ;;
1054;Calle Duque de La Victoria 5, esquina calle Regalado;-4,726692;41,651061;B3-Parquesol ;;
1054;Calle Duque de La Victoria 5, esquina calle Regalado;-4,726692;41,651061;B5-Duque de La Victoria ;;
1054;Calle Duque de La Victoria 5, esquina calle Regalado;-4,726692;41,651061;E3-Duque de la Victoria;;
1054;Calle Duque de La Victoria 5, esquina calle Regalado;-4,726692;41,651061;E3-Los Santos Pilarica;;
1054;Calle Duque de La Victoria 5, esquina calle Regalado;-4,726692;41,651061;M7-Duque de La Victoria ;;
667;Calle Ecuador, esquina Calle Venezuela;-4,746736;41,631032;7-Arturo Eyries;;
671;Calle Embajadores 4, esquina paseo de Farnesio;-4,721750;41,639765;14-Polígono San Cristóbal;;
671;Calle Embajadores 4, esquina paseo de Farnesio;-4,721750;41,639765;6-Delicias;;
671;Calle Embajadores 4, esquina paseo de Farnesio;-4,721750;41,639765;B2-Delicias;;
671;Calle Embajadores 4, esquina paseo de Farnesio;-4,721750;41,639765;C2-Parquesol ;;
671;Calle Embajadores 4, esquina paseo de Farnesio;-4,721750;41,639765;F2-Delicias;;
671;Calle Embajadores 4, esquina paseo de Farnesio;-4,721750;41,639765;P13-Polígono San Cristóbal;;
671;Calle Embajadores 4, esquina paseo de Farnesio;-4,721750;41,639765;P6-Polígono Argales;;
671;Calle Embajadores 4, esquina paseo de Farnesio;-4,721750;41,639765;PSC3-Parquesol;;
672;Calle Embajadores 57, esquina calle de la Transición;-4,722728;41,631449;6-La Victoria ;;
672;Calle Embajadores 57, esquina calle de la Transición;-4,722728;41,631449;9-Parquesol ;;
672;Calle Embajadores 57, esquina calle de la Transición;-4,722728;41,631449;B2-La Victoria;;
672;Calle Embajadores 57, esquina calle de la Transición;-4,722728;41,631449;C1-Parquesol;;
672;Calle Embajadores 57, esquina calle de la Transición;-4,722728;41,631449;F2-Estadio;;
672;Calle Embajadores 57, esquina calle de la Transición;-4,722728;41,631449;M3-Plaza Mayor;;
668;Calle Embajadores 60, frente escuela Oficial de Idiomas;-4,722303;41,635510;6-Delicias;;
668;Calle Embajadores 60, frente escuela Oficial de Idiomas;-4,722303;41,635510;B2-Delicias;;
668;Calle Embajadores 60, frente escuela Oficial de Idiomas;-4,722303;41,635510;C2-Parquesol ;;
668;Calle Embajadores 60, frente escuela Oficial de Idiomas;-4,722303;41,635510;F2-Delicias;;
668;Calle Embajadores 60, frente escuela Oficial de Idiomas;-4,722303;41,635510;P6-Polígono Argales;;
668;Calle Embajadores 60, frente escuela Oficial de Idiomas;-4,722303;41,635510;PSC3-Parquesol;;
1322;Calle Embajadores 71;-4,722967;41,629628;6-La Victoria ;;
1322;Calle Embajadores 71;-4,722967;41,629628;9-Parquesol ;;
1322;Calle Embajadores 71;-4,722967;41,629628;B2-La Victoria;;
1322;Calle Embajadores 71;-4,722967;41,629628;F2-Estadio;;
1322;Calle Embajadores 71;-4,722967;41,629628;M3-Plaza Mayor;;
673;Calle Embajadores 74, esquina calle Hornija;-4,722640;41,632978;6-Delicias;;
673;Calle Embajadores 74, esquina calle Hornija;-4,722640;41,632978;B2-Delicias;;
673;Calle Embajadores 74, esquina calle Hornija;-4,722640;41,632978;C2-Parquesol ;;
673;Calle Embajadores 74, esquina calle Hornija;-4,722640;41,632978;F2-Delicias;;
673;Calle Embajadores 74, esquina calle Hornija;-4,722640;41,632978;P6-Polígono Argales;;
673;Calle Embajadores 74, esquina calle Hornija;-4,722640;41,632978;PSC3-Parquesol;;
674;Calle Embajadores 92, esquina calle de la Transición;-4,722965;41,630913;6-Delicias;;
674;Calle Embajadores 92, esquina calle de la Transición;-4,722965;41,630913;B2-Delicias;;
674;Calle Embajadores 92, esquina calle de la Transición;-4,722965;41,630913;F2-Delicias;;
1339;Calle Embajadores, esquina calle Padre Benito Menni;-4,723282;41,629498;6-Delicias;;
1339;Calle Embajadores, esquina calle Padre Benito Menni;-4,723282;41,629498;B2-Delicias;;
1339;Calle Embajadores, esquina calle Padre Benito Menni;-4,723282;41,629498;F2-Delicias;;
670;Calle Embajadores, frente número 58, escuela Oficial de Idiomas;-4,722158;41,635512;6-La Victoria ;;
670;Calle Embajadores, frente número 58, escuela Oficial de Idiomas;-4,722158;41,635512;9-Parquesol ;;
670;Calle Embajadores, frente número 58, escuela Oficial de Idiomas;-4,722158;41,635512;B2-La Victoria;;
670;Calle Embajadores, frente número 58, escuela Oficial de Idiomas;-4,722158;41,635512;C1-Parquesol;;
670;Calle Embajadores, frente número 58, escuela Oficial de Idiomas;-4,722158;41,635512;F2-Estadio;;
670;Calle Embajadores, frente número 58, escuela Oficial de Idiomas;-4,722158;41,635512;M3-Plaza Mayor;;
669;Calle Embajadores, frente número 72, esquina calle Hornija;-4,722376;41,633682;6-La Victoria ;;
669;Calle Embajadores, frente número 72, esquina calle Hornija;-4,722376;41,633682;9-Parquesol ;;
669;Calle Embajadores, frente número 72, esquina calle Hornija;-4,722376;41,633682;B2-La Victoria;;
669;Calle Embajadores, frente número 72, esquina calle Hornija;-4,722376;41,633682;C1-Parquesol;;
669;Calle Embajadores, frente número 72, esquina calle Hornija;-4,722376;41,633682;F2-Estadio;;
669;Calle Embajadores, frente número 72, esquina calle Hornija;-4,722376;41,633682;M3-Plaza Mayor;;
675;Calle Enseñanza, esquina Avenida Gijón;-4,747777;41,660547;10-Parquesol;;
675;Calle Enseñanza, esquina Avenida Gijón;-4,747777;41,660547;B2-Delicias;;
675;Calle Enseñanza, esquina Avenida Gijón;-4,747777;41,660547;C1-Parquesol;;
675;Calle Enseñanza, esquina Avenida Gijón;-4,747777;41,660547;M4-Plaza España ;;
675;Calle Enseñanza, esquina Avenida Gijón;-4,747777;41,660547;P3-Polígono San Cristóbal;;
1163;Calle Estación del Norte, RENFE;-4,726913;41,643236;16-Plaza España ;;
1163;Calle Estación del Norte, RENFE;-4,726913;41,643236;2-Barrio España;;
1163;Calle Estación del Norte, RENFE;-4,726913;41,643236;4-Duque de La Victoria ;;
1163;Calle Estación del Norte, RENFE;-4,726913;41,643236;9-Poligono San Cristóbal;;
1163;Calle Estación del Norte, RENFE;-4,726913;41,643236;B1-San Pedro Regalado;;
1163;Calle Estación del Norte, RENFE;-4,726913;41,643236;M1-Fuente Dorada;;
1163;Calle Estación del Norte, RENFE;-4,726913;41,643236;P13-Polígono San Cristóbal;;
1109;Calle Eusebio González Suárez, frente Calle Federico Landrove Moiño;-4,755203;41,633097;8-Belén ;;
1109;Calle Eusebio González Suárez, frente Calle Federico Landrove Moiño;-4,755203;41,633097;9-Poligono San Cristóbal;;
1109;Calle Eusebio González Suárez, frente Calle Federico Landrove Moiño;-4,755203;41,633097;B3-Las Flores ;;
1109;Calle Eusebio González Suárez, frente Calle Federico Landrove Moiño;-4,755203;41,633097;M5-Plaza España ;;
1109;Calle Eusebio González Suárez, frente Calle Federico Landrove Moiño;-4,755203;41,633097;PSC1-Polígono San Cristóbal;;
1109;Calle Eusebio González Suárez, frente Calle Federico Landrove Moiño;-4,755203;41,633097;PSC3-Parquesol;;
1120;Calle Federico Landrove Moiño 11;-4,759717;41,633898;8-Parquesol ;;
1120;Calle Federico Landrove Moiño 11;-4,759717;41,633898;9-Parquesol ;;
1120;Calle Federico Landrove Moiño 11;-4,759717;41,633898;B3-Parquesol ;;
1120;Calle Federico Landrove Moiño 11;-4,759717;41,633898;PSC3-Parquesol;;
1264;Calle Felipe Ruíz Martín 6;-4,763277;41,632090;10-La Victoria;;
1265;Calle Felipe Ruíz Martín, esquina calle Manuel Canesí Acevedo;-4,759910;41,630403;10-La Victoria;;
1268;Calle Felipe Ruíz Martín, frente calle Manuel Canesí Acevedo;-4,759614;41,630679;10-Parquesol;;
1269;Calle Felipe Ruíz Martín, frente múmero 6;-4,763203;41,632256;10-Parquesol;;
681;Calle Ferrari 1, esquina Plaza Mayor;-4,727393;41,651864;1-Covaresa;;
681;Calle Ferrari 1, esquina Plaza Mayor;-4,727393;41,651864;3-Girón;;
681;Calle Ferrari 1, esquina Plaza Mayor;-4,727393;41,651864;4-Pinar de Jalón;;
681;Calle Ferrari 1, esquina Plaza Mayor;-4,727393;41,651864;6-La Victoria ;;
681;Calle Ferrari 1, esquina Plaza Mayor;-4,727393;41,651864;B1-Covaresa;;
681;Calle Ferrari 1, esquina Plaza Mayor;-4,727393;41,651864;B2-La Victoria;;
681;Calle Ferrari 1, esquina Plaza Mayor;-4,727393;41,651864;B4-Camino Viejo Simancas;;
681;Calle Ferrari 1, esquina Plaza Mayor;-4,727393;41,651864;F2-Estadio ;;
681;Calle Ferrari 1, esquina Plaza Mayor;-4,727393;41,651864;F3-Estadio;;
681;Calle Ferrari 1, esquina Plaza Mayor;-4,727393;41,651864;F4-Estadio ;;
681;Calle Ferrari 1, esquina Plaza Mayor;-4,727393;41,651864;F5-Estadio ;;
681;Calle Ferrari 1, esquina Plaza Mayor;-4,727393;41,651864;M2-Plaza Mayor;;
681;Calle Ferrari 1, esquina Plaza Mayor;-4,727393;41,651864;M3-Plaza Mayor;;
681;Calle Ferrari 1, esquina Plaza Mayor;-4,727393;41,651864;M6-Plaza Mayor;;
681;Calle Ferrari 1, esquina Plaza Mayor;-4,727393;41,651864;P1-Rubia ;;
842;Calle Fidel Recio 1, esquina Calle Alonso Pesquera;-4,720126;41,649643;15-Puente Duero;;
842;Calle Fidel Recio 1, esquina Calle Alonso Pesquera;-4,720126;41,649643;7-Arturo Eyries;;
842;Calle Fidel Recio 1, esquina Calle Alonso Pesquera;-4,720126;41,649643;8-Parquesol ;;
842;Calle Fidel Recio 1, esquina Calle Alonso Pesquera;-4,720126;41,649643;B3-Parquesol ;;
842;Calle Fidel Recio 1, esquina Calle Alonso Pesquera;-4,720126;41,649643;F4-Estadio;;
842;Calle Fidel Recio 1, esquina Calle Alonso Pesquera;-4,720126;41,649643;M6-Plaza Mayor;;
842;Calle Fidel Recio 1, esquina Calle Alonso Pesquera;-4,720126;41,649643;P7-Polígono Argales;;
1215;Calle Flauta Mágica, esquina calle Electra;-4,737950;41,685597;12-Fuente Berrocal;;
1215;Calle Flauta Mágica, esquina calle Electra;-4,737950;41,685597;25-Puente Simancas;;
1365;Calle Francisco Umbral 7;-4,763271;41,628042;10-Parquesol ;;
1366;Calle Francisco Umbral 8;-4,763753;41,628014;10-La Victoria ;;
682;Calle Fray Luis de León 14, esquina Calle López Gómez;-4,722937;41,650901;8-Belén ;;
682;Calle Fray Luis de León 14, esquina Calle López Gómez;-4,722937;41,650901;B3-Las Flores ;;
1217;Calle Fuente Berrocal, esquina calle Barbero de Sevilla;-4,740029;41,682596;12-Fuente Berrocal;;
1217;Calle Fuente Berrocal, esquina calle Barbero de Sevilla;-4,740029;41,682596;25-Fuente Berrocal ;;
1190;Calle Fuente Berrocal, frente Gasolinera;-4,741945;41,681731;12-Paseo Zorrilla 1;;
1190;Calle Fuente Berrocal, frente Gasolinera;-4,741945;41,681731;25-Puente Simancas;;
1129;Calle Fuente Berrocal, Gasolinera;-4,741663;41,681569;12-Fuente Berrocal;;
1129;Calle Fuente Berrocal, Gasolinera;-4,741663;41,681569;25-Fuente Berrocal ;;
683;Calle Fuente El Sol 2, esquina Plaza San Bartolomé;-4,733665;41,661431;C1-Parquesol;;
684;Calle Fuente El Sol 31, esquina calle Perpendicular;-4,734529;41,664639;10-Parquesol;;
684;Calle Fuente El Sol 31, esquina calle Perpendicular;-4,734529;41,664639;6-Delicias;;
684;Calle Fuente El Sol 31, esquina calle Perpendicular;-4,734529;41,664639;B2-Delicias;;
684;Calle Fuente El Sol 31, esquina calle Perpendicular;-4,734529;41,664639;M4-Plaza España ;;
684;Calle Fuente El Sol 31, esquina calle Perpendicular;-4,734529;41,664639;P3-Polígono San Cristóbal;;
684;Calle Fuente El Sol 31, esquina calle Perpendicular;-4,734529;41,664639;P6-Polígono Argales;;
685;Calle Gabriel y Galán, frente número 20, esquina Paseo del Cauce;-4,710964;41,652458;7-Arturo Eyries;;
685;Calle Gabriel y Galán, frente número 20, esquina Paseo del Cauce;-4,710964;41,652458;B3-Las Flores ;;
685;Calle Gabriel y Galán, frente número 20, esquina Paseo del Cauce;-4,710964;41,652458;F4-Estadio;;
685;Calle Gabriel y Galán, frente número 20, esquina Paseo del Cauce;-4,710964;41,652458;P7-Polígono Argales;;
686;Calle Gamazo 17, esquina calle Bailén;-4,726066;41,646111;16-Plaza España ;;
686;Calle Gamazo 17, esquina calle Bailén;-4,726066;41,646111;2-Barrio España;;
686;Calle Gamazo 17, esquina calle Bailén;-4,726066;41,646111;4-Duque de La Victoria ;;
686;Calle Gamazo 17, esquina calle Bailén;-4,726066;41,646111;9-Poligono San Cristóbal;;
686;Calle Gamazo 17, esquina calle Bailén;-4,726066;41,646111;B1-San Pedro Regalado;;
686;Calle Gamazo 17, esquina calle Bailén;-4,726066;41,646111;M1-Fuente Dorada;;
686;Calle Gamazo 17, esquina calle Bailén;-4,726066;41,646111;P13-Polígono San Cristóbal;;
1105;Calle General Shelly 18, esquina Avenida Segovia;-4,720929;41,635691;9-Poligono San Cristóbal;;
698;Calle Gondomar 12, esquina calle Santa Clara;-4,721063;41,657807;17-Rondilla;;
698;Calle Gondomar 12, esquina calle Santa Clara;-4,721063;41,657807;18-La Overuela ;;
698;Calle Gondomar 12, esquina calle Santa Clara;-4,721063;41,657807;1-San Pedro Regalado;;
698;Calle Gondomar 12, esquina calle Santa Clara;-4,721063;41,657807;2-Barrio España;;
698;Calle Gondomar 12, esquina calle Santa Clara;-4,721063;41,657807;B1-San Pedro Regalado;;
1332;Calle Helio 15;-4,698219;41,604748;14-Plaza España;;
1332;Calle Helio 15;-4,698219;41,604748;17-Rondilla;;
1330;Calle Helio 20, esquina calle Oxígeno;-4,698202;41,604243;14-Polígono San Cristóbal;;
1330;Calle Helio 20, esquina calle Oxígeno;-4,698202;41,604243;17-Polígono San Cristóbal;;
1330;Calle Helio 20, esquina calle Oxígeno;-4,698202;41,604243;P3-Polígono San Cristóbal;;
1330;Calle Helio 20, esquina calle Oxígeno;-4,698202;41,604243;PSC2-Polígono San Cristóbal;;
1331;Calle Helio 3, esquina calle Acetileno;-4,701055;41,607463;14-Plaza España;;
1331;Calle Helio 3, esquina calle Acetileno;-4,701055;41,607463;17-Rondilla;;
1329;Calle Helio 4, esquina calle Acetileno;-4,701278;41,607110;14-Polígono San Cristóbal;;
1329;Calle Helio 4, esquina calle Acetileno;-4,701278;41,607110;17-Polígono San Cristóbal;;
1329;Calle Helio 4, esquina calle Acetileno;-4,701278;41,607110;P3-Polígono San Cristóbal;;
1329;Calle Helio 4, esquina calle Acetileno;-4,701278;41,607110;PSC2-Polígono San Cristóbal;;
1333;Calle Helio, esquina calle Nitrógeno;-4,695278;41,601944;14-Polígono San Cristóbal;;
1333;Calle Helio, esquina calle Nitrógeno;-4,695278;41,601944;17-Polígono San Cristóbal;;
1333;Calle Helio, esquina calle Nitrógeno;-4,695278;41,601944;P3-Polígono San Cristóbal;;
1333;Calle Helio, esquina calle Nitrógeno;-4,695278;41,601944;PSC2-Polígono San Cristóbal;;
550;Calle Hernando de Acuña 1, esquina Calle Mateo Seoane;-4,755554;41,638006;8-Belén ;;
550;Calle Hernando de Acuña 1, esquina Calle Mateo Seoane;-4,755554;41,638006;9-Poligono San Cristóbal;;
550;Calle Hernando de Acuña 1, esquina Calle Mateo Seoane;-4,755554;41,638006;B3-Las Flores ;;
550;Calle Hernando de Acuña 1, esquina Calle Mateo Seoane;-4,755554;41,638006;C1-Parquesol;;
550;Calle Hernando de Acuña 1, esquina Calle Mateo Seoane;-4,755554;41,638006;M5-Plaza España ;;
550;Calle Hernando de Acuña 1, esquina Calle Mateo Seoane;-4,755554;41,638006;PSC1-Polígono San Cristóbal;;
551;Calle Hernando de Acuña 13, esquina Calle Manuel Silvela;-4,758232;41,637989;8-Belén ;;
551;Calle Hernando de Acuña 13, esquina Calle Manuel Silvela;-4,758232;41,637989;9-Poligono San Cristóbal;;
551;Calle Hernando de Acuña 13, esquina Calle Manuel Silvela;-4,758232;41,637989;B3-Las Flores ;;
551;Calle Hernando de Acuña 13, esquina Calle Manuel Silvela;-4,758232;41,637989;C1-Parquesol;;
551;Calle Hernando de Acuña 13, esquina Calle Manuel Silvela;-4,758232;41,637989;M5-Plaza España ;;
551;Calle Hernando de Acuña 13, esquina Calle Manuel Silvela;-4,758232;41,637989;PSC1-Polígono San Cristóbal;;
552;Calle Hernando de Acuña 18, esquina Calle Manuel Silvela;-4,758230;41,638160;8-Parquesol ;;
552;Calle Hernando de Acuña 18, esquina Calle Manuel Silvela;-4,758230;41,638160;9-Parquesol ;;
552;Calle Hernando de Acuña 18, esquina Calle Manuel Silvela;-4,758230;41,638160;B3-Parquesol ;;
552;Calle Hernando de Acuña 18, esquina Calle Manuel Silvela;-4,758230;41,638160;C2-Parquesol ;;
552;Calle Hernando de Acuña 18, esquina Calle Manuel Silvela;-4,758230;41,638160;PSC3-Parquesol;;
1115;Calle Hernando de Acuña 45 Bis;-4,762418;41,637950;9-Poligono San Cristóbal;;
1115;Calle Hernando de Acuña 45 Bis;-4,762418;41,637950;B3-Las Flores ;;
1115;Calle Hernando de Acuña 45 Bis;-4,762418;41,637950;M5-Plaza España ;;
1115;Calle Hernando de Acuña 45 Bis;-4,762418;41,637950;PSC1-Polígono San Cristóbal;;
1116;Calle Hernando de Acuña 46;-4,762547;41,638129;10-La Victoria;;
1116;Calle Hernando de Acuña 46;-4,762547;41,638129;9-Parquesol ;;
1116;Calle Hernando de Acuña 46;-4,762547;41,638129;B3-Parquesol ;;
1116;Calle Hernando de Acuña 46;-4,762547;41,638129;PSC3-Parquesol;;
553;Calle Hernando de Acuña Parcela 21, esquina Calle Juan de Valladolid;-4,754667;41,638200;8-Parquesol ;;
553;Calle Hernando de Acuña Parcela 21, esquina Calle Juan de Valladolid;-4,754667;41,638200;9-Parquesol ;;
553;Calle Hernando de Acuña Parcela 21, esquina Calle Juan de Valladolid;-4,754667;41,638200;B3-Parquesol ;;
553;Calle Hernando de Acuña Parcela 21, esquina Calle Juan de Valladolid;-4,754667;41,638200;C2-Parquesol ;;
553;Calle Hernando de Acuña Parcela 21, esquina Calle Juan de Valladolid;-4,754667;41,638200;PSC3-Parquesol;;
1114;Calle Hernando de Acuña,  esquina Calle Manuel Azaña;-4,765840;41,639125;9-Poligono San Cristóbal;;
1114;Calle Hernando de Acuña,  esquina Calle Manuel Azaña;-4,765840;41,639125;B3-Las Flores ;;
1114;Calle Hernando de Acuña,  esquina Calle Manuel Azaña;-4,765840;41,639125;M5-Plaza España ;;
1114;Calle Hernando de Acuña,  esquina Calle Manuel Azaña;-4,765840;41,639125;PSC1-Polígono San Cristóbal;;
1117;Calle Hernando de Acuña, esquina Calle Padre Llanos;-4,765904;41,639361;10-La Victoria;;
1117;Calle Hernando de Acuña, esquina Calle Padre Llanos;-4,765904;41,639361;9-Parquesol ;;
1117;Calle Hernando de Acuña, esquina Calle Padre Llanos;-4,765904;41,639361;B3-Parquesol ;;
1117;Calle Hernando de Acuña, esquina Calle Padre Llanos;-4,765904;41,639361;PSC3-Parquesol;;
893;Calle Ignacio Serrano 18;-4,756204;41,610449;2-Covaresa;;
893;Calle Ignacio Serrano 18;-4,756204;41,610449;B1-Covaresa;;
893;Calle Ignacio Serrano 18;-4,756204;41,610449;P2-Covaresa;;
894;Calle Ignacio Serrano, frente número 18;-4,756261;41,610355;2-Barrio España;;
894;Calle Ignacio Serrano, frente número 18;-4,756261;41,610355;B1-San Pedro Regalado;;
894;Calle Ignacio Serrano, frente número 18;-4,756261;41,610355;M1-Fuente Dorada;;
1165;Calle Jara, esquina calle Hierbabuena;-4,731263;41,670946;10-La Victoria;;
1165;Calle Jara, esquina calle Hierbabuena;-4,731263;41,670946;10-La Victoria;;
1165;Calle Jara, esquina calle Hierbabuena;-4,731263;41,670946;6-La Victoria ;;
1165;Calle Jara, esquina calle Hierbabuena;-4,731263;41,670946;6-La Victoria ;;
1165;Calle Jara, esquina calle Hierbabuena;-4,731263;41,670946;B2-La Victoria;;
967;Calle Joaquín Velasco Martín 1, esquina calle Vicente Mortes;-4,735776;41,653033;3-Las Flores ;;
967;Calle Joaquín Velasco Martín 1, esquina calle Vicente Mortes;-4,735776;41,653033;8-Belén ;;
967;Calle Joaquín Velasco Martín 1, esquina calle Vicente Mortes;-4,735776;41,653033;B3-Las Flores ;;
967;Calle Joaquín Velasco Martín 1, esquina calle Vicente Mortes;-4,735776;41,653033;F2-Delicias;;
967;Calle Joaquín Velasco Martín 1, esquina calle Vicente Mortes;-4,735776;41,653033;F3-Las Flores ;;
967;Calle Joaquín Velasco Martín 1, esquina calle Vicente Mortes;-4,735776;41,653033;F4-Belén;;
967;Calle Joaquín Velasco Martín 1, esquina calle Vicente Mortes;-4,735776;41,653033;F5-Belén;;
967;Calle Joaquín Velasco Martín 1, esquina calle Vicente Mortes;-4,735776;41,653033;F6-San Pedro Regalado;;
967;Calle Joaquín Velasco Martín 1, esquina calle Vicente Mortes;-4,735776;41,653033;M5-Plaza España ;;
967;Calle Joaquín Velasco Martín 1, esquina calle Vicente Mortes;-4,735776;41,653033;P3-Polígono San Cristóbal;;
1259;Calle Joaquín Velasco Martín 108, frente colegio María de Molina;-4,740714;41,645280;10-Parquesol;;
1259;Calle Joaquín Velasco Martín 108, frente colegio María de Molina;-4,740714;41,645280;8-Parquesol ;;
1259;Calle Joaquín Velasco Martín 108, frente colegio María de Molina;-4,740714;41,645280;B3-Parquesol ;;
966;Calle Joaquín Velasco Martín 17, colegio María de Molina;-4,740327;41,645423;10-La Victoria;;
966;Calle Joaquín Velasco Martín 17, colegio María de Molina;-4,740327;41,645423;8-Belén;;
966;Calle Joaquín Velasco Martín 17, colegio María de Molina;-4,740327;41,645423;B3-Las Flores ;;
966;Calle Joaquín Velasco Martín 17, colegio María de Molina;-4,740327;41,645423;M5-Plaza España ;;
968;Calle Joaquín Velasco Martín 20, esquina Francisco Scrimieri;-4,737746;41,650047;10-Parquesol;;
968;Calle Joaquín Velasco Martín 20, esquina Francisco Scrimieri;-4,737746;41,650047;8-Parquesol ;;
968;Calle Joaquín Velasco Martín 20, esquina Francisco Scrimieri;-4,737746;41,650047;B3-Parquesol ;;
968;Calle Joaquín Velasco Martín 20, esquina Francisco Scrimieri;-4,737746;41,650047;F2-Estadio;;
968;Calle Joaquín Velasco Martín 20, esquina Francisco Scrimieri;-4,737746;41,650047;F3-Estadio;;
968;Calle Joaquín Velasco Martín 20, esquina Francisco Scrimieri;-4,737746;41,650047;F5-Estadio ;;
969;Calle Joaquín Velasco Martín 3, colegio La Inmaculada;-4,737213;41,650645;3-Las Flores ;;
969;Calle Joaquín Velasco Martín 3, colegio La Inmaculada;-4,737213;41,650645;6-La Victoria ;;
969;Calle Joaquín Velasco Martín 3, colegio La Inmaculada;-4,737213;41,650645;8-Belén ;;
969;Calle Joaquín Velasco Martín 3, colegio La Inmaculada;-4,737213;41,650645;B3-Las Flores ;;
969;Calle Joaquín Velasco Martín 3, colegio La Inmaculada;-4,737213;41,650645;F2-Delicias;;
969;Calle Joaquín Velasco Martín 3, colegio La Inmaculada;-4,737213;41,650645;F3-Las Flores ;;
969;Calle Joaquín Velasco Martín 3, colegio La Inmaculada;-4,737213;41,650645;F4-Belén;;
969;Calle Joaquín Velasco Martín 3, colegio La Inmaculada;-4,737213;41,650645;F5-Belén;;
969;Calle Joaquín Velasco Martín 3, colegio La Inmaculada;-4,737213;41,650645;F6-San Pedro Regalado;;
969;Calle Joaquín Velasco Martín 3, colegio La Inmaculada;-4,737213;41,650645;M5-Plaza España ;;
969;Calle Joaquín Velasco Martín 3, colegio La Inmaculada;-4,737213;41,650645;P3-Polígono San Cristóbal;;
964;Calle Joaquín Velasco Martín 54, frente polideportivo Huerta del Rey;-4,739173;41,647673;10-Parquesol;;
964;Calle Joaquín Velasco Martín 54, frente polideportivo Huerta del Rey;-4,739173;41,647673;8-Parquesol ;;
964;Calle Joaquín Velasco Martín 54, frente polideportivo Huerta del Rey;-4,739173;41,647673;B3-Parquesol ;;
964;Calle Joaquín Velasco Martín 54, frente polideportivo Huerta del Rey;-4,739173;41,647673;F2-Estadio;;
964;Calle Joaquín Velasco Martín 54, frente polideportivo Huerta del Rey;-4,739173;41,647673;F3-Estadio;;
964;Calle Joaquín Velasco Martín 54, frente polideportivo Huerta del Rey;-4,739173;41,647673;F5-Estadio ;;
965;Calle Joaquín Velasco Martín 9, polideportivo Huerta del Rey;-4,738743;41,648067;10-La Victoria;;
965;Calle Joaquín Velasco Martín 9, polideportivo Huerta del Rey;-4,738743;41,648067;8-Belén ;;
965;Calle Joaquín Velasco Martín 9, polideportivo Huerta del Rey;-4,738743;41,648067;B3-Las Flores ;;
965;Calle Joaquín Velasco Martín 9, polideportivo Huerta del Rey;-4,738743;41,648067;F2-Delicias;;
965;Calle Joaquín Velasco Martín 9, polideportivo Huerta del Rey;-4,738743;41,648067;F3-Las Flores ;;
965;Calle Joaquín Velasco Martín 9, polideportivo Huerta del Rey;-4,738743;41,648067;F5-Belén;;
965;Calle Joaquín Velasco Martín 9, polideportivo Huerta del Rey;-4,738743;41,648067;F6-San Pedro Regalado;;
965;Calle Joaquín Velasco Martín 9, polideportivo Huerta del Rey;-4,738743;41,648067;M5-Plaza España ;;
949;Calle José Garrote Tebar 20, esquina Calle Manuel Silvela;-4,759365;41,634998;8-Belén;;
949;Calle José Garrote Tebar 20, esquina Calle Manuel Silvela;-4,759365;41,634998;9-Poligono San Cristóbal;;
949;Calle José Garrote Tebar 20, esquina Calle Manuel Silvela;-4,759365;41,634998;B3-Las Flores ;;
949;Calle José Garrote Tebar 20, esquina Calle Manuel Silvela;-4,759365;41,634998;C1-Parquesol;;
949;Calle José Garrote Tebar 20, esquina Calle Manuel Silvela;-4,759365;41,634998;M5-Plaza España ;;
949;Calle José Garrote Tebar 20, esquina Calle Manuel Silvela;-4,759365;41,634998;PSC1-Polígono San Cristóbal;;
950;Calle José Garrote Tebar 21;-4,758352;41,634288;C2-Parquesol ;;
951;Calle José Garrote Tebar 4, esquina Calle Amadeo Arias;-4,756771;41,633872;8-Belén;;
