CÓDIGO DE PARADA;PARADA;COORENADA X;COORDENADA Y;LÍNEA-DESTINO;;
1156;Calle Acera Recoletos, frente 2 esquina Plaza Zorrilla;-4,728783;41,647582;2-Covaresa;;
1156;Calle Acera Recoletos, frente 2 esquina Plaza Zorrilla;-4,728783;41,647582;4-Pinar de Jalón;;
1156;Calle Acera Recoletos, frente 2 esquina Plaza Zorrilla;-4,728783;41,647582;9-Parquesol ;;
1156;Calle Acera Recoletos, frente 2 esquina Plaza Zorrilla;-4,728783;41,647582;B1-Covaresa;;
1156;Calle Acera Recoletos, frente 2 esquina Plaza Zorrilla;-4,728783;41,647582;P2-Covaresa;;
843;Calle Acera Recoletos, frente número 20, junto estatua Colón;-4,727403;41,645254;16-Colegio San Juan de Dios;;
843;Calle Acera Recoletos, frente número 20, junto estatua Colón;-4,727403;41,645254;2-Covaresa;;
843;Calle Acera Recoletos, frente número 20, junto estatua Colón;-4,727403;41,645254;4-Pinar de Jalón;;
843;Calle Acera Recoletos, frente número 20, junto estatua Colón;-4,727403;41,645254;9-Parquesol ;;
843;Calle Acera Recoletos, frente número 20, junto estatua Colón;-4,727403;41,645254;B1-Covaresa;;
843;Calle Acera Recoletos, frente número 20, junto estatua Colón;-4,727403;41,645254;P2-Covaresa;;
743;Calle Adolfo Miaja de la Muela 6, esquina Calle Hernando de Acuña;-4,753980;41,637609;C1-Parquesol;;
1238;Calle Adolfo Miaja de la Muela, esquina Calle Padre Llanos;-4,756240;41,641443;8-Parquesol ;;
1238;Calle Adolfo Miaja de la Muela, esquina Calle Padre Llanos;-4,756240;41,641443;B3-Parquesol ;;
1238;Calle Adolfo Miaja de la Muela, esquina Calle Padre Llanos;-4,756240;41,641443;C1-Parquesol;;
742;Calle Adolfo Miaja de la Muela, esquina calle Remigio Cabello Toral;-4,755500;41,634556;C2-Parquesol ;;
1237;Calle Adolfo Miaja de la Muela, frente Calle Padre Llanos;-4,755980;41,641471;8-Belén;;
1237;Calle Adolfo Miaja de la Muela, frente Calle Padre Llanos;-4,755980;41,641471;B3-Las Flores ;;
1237;Calle Adolfo Miaja de la Muela, frente Calle Padre Llanos;-4,755980;41,641471;C2-Parquesol ;;
1237;Calle Adolfo Miaja de la Muela, frente Calle Padre Llanos;-4,755980;41,641471;M5-Plaza España ;;
1237;Calle Adolfo Miaja de la Muela, frente Calle Padre Llanos;-4,755980;41,641471;PSC3-Parquesol;;
1239;Calle Adolfo Miaja de la Muela, Hospital Psiquiátrico;-4,753840;41,638444;8-Belén ;;
1239;Calle Adolfo Miaja de la Muela, Hospital Psiquiátrico;-4,753840;41,638444;B3-Las Flores ;;
1239;Calle Adolfo Miaja de la Muela, Hospital Psiquiátrico;-4,753840;41,638444;C2-Parquesol ;;
1239;Calle Adolfo Miaja de la Muela, Hospital Psiquiátrico;-4,753840;41,638444;M5-Plaza España ;;
1235;Calle Alamillos 11;-4,715911;41,654097;17-Polígono San Cristóbal;;
1235;Calle Alamillos 11;-4,715911;41,654097;8-Parquesol ;;
1235;Calle Alamillos 11;-4,715911;41,654097;B3-Parquesol ;;
1235;Calle Alamillos 11;-4,715911;41,654097;M6-Plaza Mayor;;
782;Calle Alonso Pesquera 5, esquina Calle Fidel Recio;-4,720644;41,649730;7-Belén ;;
782;Calle Alonso Pesquera 5, esquina Calle Fidel Recio;-4,720644;41,649730;F4-Belén;;
556;Calle Aluminio 7, esquina calle Turquesa;-4,702598;41,625299;P13-Polígono San Cristóbal;;
556;Calle Aluminio 7, esquina calle Turquesa;-4,702598;41,625299;PSC1-Polígono San Cristóbal;;
559;Calle Angustias 21, Palacio Justicia;-4,724435;41,656124;18-La Cistérniga;;
559;Calle Angustias 21, Palacio Justicia;-4,724435;41,656124;2-Covaresa;;
559;Calle Angustias 21, Palacio Justicia;-4,724435;41,656124;P2-Covaresa;;
558;Calle Angustias 5, Teatro Calderón;-4,724023;41,654139;18-La Cistérniga;;
558;Calle Angustias 5, Teatro Calderón;-4,724023;41,654139;1-Covaresa;;
558;Calle Angustias 5, Teatro Calderón;-4,724023;41,654139;2-Covaresa;;
558;Calle Angustias 5, Teatro Calderón;-4,724023;41,654139;B1-Covaresa;;
558;Calle Angustias 5, Teatro Calderón;-4,724023;41,654139;F5-Estadio;;
558;Calle Angustias 5, Teatro Calderón;-4,724023;41,654139;M2-Plaza Mayor;;
558;Calle Angustias 5, Teatro Calderón;-4,724023;41,654139;P1-Rubia;;
558;Calle Angustias 5, Teatro Calderón;-4,724023;41,654139;P2-Covaresa;;
1082;Calle Anselmo Miguel Nieto, esquina Carretera de Rueda;-4,748580;41,613739;1-Covaresa;;
1088;Calle Anselmo Miguel Nieto, esquina Puertas de Valladolid;-4,748490;41,613803;1-San Pedro Regalado;;
720;Calle Antonio Machado, esquina calle José María Pemán;-4,753564;41,614190;15-Plaza Circular ;;
719;Calle Antonio Machado, esquina calle Pío Baroja;-4,753421;41,614000;15-Puente Duero;;
721;Calle Antonio Machado, esquina Carretera de Rueda;-4,750393;41,613138;2-Covaresa;;
721;Calle Antonio Machado, esquina Carretera de Rueda;-4,750393;41,613138;B1-Covaresa;;
721;Calle Antonio Machado, esquina Carretera de Rueda;-4,750393;41,613138;P2-Covaresa;;
562;Calle Arenas 1;-4,747675;41,658808;10-Parquesol;;
562;Calle Arenas 1;-4,747675;41,658808;B2-Delicias;;
562;Calle Arenas 1;-4,747675;41,658808;C1-Parquesol;;
562;Calle Arenas 1;-4,747675;41,658808;M4-Plaza España ;;
562;Calle Arenas 1;-4,747675;41,658808;P3-Polígono San Cristóbal;;
565;Calle Argales 4;-4,726101;41,638165;9-Poligono San Cristóbal;;
564;Calle Argales, frente al número 21 Instituto Arca Real;-4,725180;41,636164;9-Poligono San Cristóbal;;
1335;Calle Armonio 22, esquina Calle Castañuelas;-4,714394;41,633489;9-Poligono San Cristóbal;;
1335;Calle Armonio 22, esquina Calle Castañuelas;-4,714394;41,633489;B2-Delicias;;
1335;Calle Armonio 22, esquina Calle Castañuelas;-4,714394;41,633489;F2-Delicias;;
1209;Calle Armonio, esquina Calle Laúd;-4,714314;41,633662;9-Parquesol ;;
1209;Calle Armonio, esquina Calle Laúd;-4,714314;41,633662;B2-La Victoria;;
1209;Calle Armonio, esquina Calle Laúd;-4,714314;41,633662;F2-Estadio;;
1209;Calle Armonio, esquina Calle Laúd;-4,714314;41,633662;M3-Plaza Mayor;;
566;Calle Arrabal 12;-4,710433;41,691313;18-La Overuela;;
567;Calle Arrabal 13;-4,710430;41,691388;18-La Cistérniga;;
574;Calle Azalea, esquina calle Alhelí;-4,693861;41,644912;3-Las Flores ;;
574;Calle Azalea, esquina calle Alhelí;-4,693861;41,644912;B3-Las Flores ;;
574;Calle Azalea, esquina calle Alhelí;-4,693861;41,644912;F3-Las Flores ;;
573;Calle Azalea, esquina calle Flor de Acebo;-4,693565;41,644867;3-Girón ;;
573;Calle Azalea, esquina calle Flor de Acebo;-4,693565;41,644867;B3-Parquesol ;;
573;Calle Azalea, esquina calle Flor de Acebo;-4,693565;41,644867;F3-Estadio;;
573;Calle Azalea, esquina calle Flor de Acebo;-4,693565;41,644867;M6-Plaza Mayor;;
573;Calle Azalea, esquina calle Flor de Acebo;-4,693565;41,644867;PSC3-Parquesol;;
575;Calle Azucena 18, esquina calle Dalia;-4,694179;41,643683;3-Las Flores ;;
575;Calle Azucena 18, esquina calle Dalia;-4,694179;41,643683;B3-Las Flores ;;
575;Calle Azucena 18, esquina calle Dalia;-4,694179;41,643683;F3-Estadio;;
575;Calle Azucena 18, esquina calle Dalia;-4,694179;41,643683;M6-Plaza Mayor;;
575;Calle Azucena 18, esquina calle Dalia;-4,694179;41,643683;PSC3-Parquesol;;
716;Calle Bajada de La Libertad 10, frente al Teatro Calderón;-4,724348;41,653551;18-La Overuela ;;
716;Calle Bajada de La Libertad 10, frente al Teatro Calderón;-4,724348;41,653551;1-San Pedro Regalado;;
716;Calle Bajada de La Libertad 10, frente al Teatro Calderón;-4,724348;41,653551;2-Barrio España;;
716;Calle Bajada de La Libertad 10, frente al Teatro Calderón;-4,724348;41,653551;B1-San Pedro Regalado;;
716;Calle Bajada de La Libertad 10, frente al Teatro Calderón;-4,724348;41,653551;F5-Belén;;
576;Calle Bálago, esquina calle Ramón Pradera;-4,737345;41,657641;6-La Victoria ;;
576;Calle Bálago, esquina calle Ramón Pradera;-4,737345;41,657641;B2-La Victoria;;
577;Calle Bálago, esquina calle Sementera;-4,739701;41,657757;6-Delicias;;
577;Calle Bálago, esquina calle Sementera;-4,739701;41,657757;B2-Delicias;;
577;Calle Bálago, esquina calle Sementera;-4,739701;41,657757;M4-Plaza España ;;
577;Calle Bálago, esquina calle Sementera;-4,739701;41,657757;P6-Polígono Argales;;
581;Calle Barbecho 31;-4,746623;41,650005;3-Las Flores ;;
581;Calle Barbecho 31;-4,746623;41,650005;P3-Polígono San Cristóbal;;
580;Calle Barbecho, frente 31;-4,746950;41,650350;3-Girón ;;
1130;Calle Barbero de Sevilla, esquina Plaza de la Opera;-4,741909;41,684086;12-Paseo Zorrilla 1;;
1130;Calle Barbero de Sevilla, esquina Plaza de la Opera;-4,741909;41,684086;25-Puente Simancas;;
593;Calle Bronce parcela 153, AUVASA;-4,736963;41,615927;16-Colegio San Juan de Dios;;
593;Calle Bronce parcela 153, AUVASA;-4,736963;41,615927;P1-Rubia ;;
593;Calle Bronce parcela 153, AUVASA;-4,736963;41,615927;P2-Covaresa;;
593;Calle Bronce parcela 153, AUVASA;-4,736963;41,615927;P6-Polígono Argales;;
593;Calle Bronce parcela 153, AUVASA;-4,736963;41,615927;P7-Polígono Argales;;
593;Calle Bronce parcela 153, AUVASA;-4,736963;41,615927;PSC1-Polígono San Cristóbal;;
593;Calle Bronce parcela 153, AUVASA;-4,736963;41,615927;PSC3-Parquesol;;
592;Calle Bronce, frente Indal;-4,734918;41,614993;16-Colegio San Juan de Dios;;
594;Calle Bronce, Indal;-4,734850;41,615104;16-Plaza España ;;
1187;Calle Cádiz 21;-4,716115;41,642793;B2-La Victoria;;
1187;Calle Cádiz 21;-4,716115;41,642793;C1-Parquesol;;
1187;Calle Cádiz 21;-4,716115;41,642793;M3-Plaza Mayor;;
1175;Calle Cádiz 4, esquina calle Bilbao;-4,714629;41,643696;B2-Delicias;;
642;Calle Cardenal Cisneros, esquina calle San Juan de Ávila;-4,722305;41,661454;17-Polígono San Cristóbal;;
642;Calle Cardenal Cisneros, esquina calle San Juan de Ávila;-4,722305;41,661454;B1-San Pedro Regalado;;
642;Calle Cardenal Cisneros, esquina calle San Juan de Ávila;-4,722305;41,661454;C2-Parquesol ;;
642;Calle Cardenal Cisneros, esquina calle San Juan de Ávila;-4,722305;41,661454;F6-San Pedro Regalado;;
642;Calle Cardenal Cisneros, esquina calle San Juan de Ávila;-4,722305;41,661454;PSC2-Polígono San Cristóbal;;
961;Calle Cardenal Torquemada 50, esquina calle Soto;-4,721253;41,663538;2-Barrio España;;
959;Calle Cardenal Torquemada 54, Centro Salud Rondilla;-4,719641;41,664604;2-Barrio España;;
958;Calle Cardenal Torquemada, antiguo Hospital Río Hortega;-4,725420;41,658814;2-Covaresa;;
958;Calle Cardenal Torquemada, antiguo Hospital Río Hortega;-4,725420;41,658814;P2-Covaresa;;
960;Calle Cardenal Torquemada, esquina calle Tirso de Molina;-4,724033;41,661022;17-Polígono San Cristóbal;;
960;Calle Cardenal Torquemada, esquina calle Tirso de Molina;-4,724033;41,661022;2-Barrio España;;
960;Calle Cardenal Torquemada, esquina calle Tirso de Molina;-4,724033;41,661022;B1-San Pedro Regalado;;
960;Calle Cardenal Torquemada, esquina calle Tirso de Molina;-4,724033;41,661022;C2-Parquesol ;;
960;Calle Cardenal Torquemada, esquina calle Tirso de Molina;-4,724033;41,661022;F6-San Pedro Regalado;;
960;Calle Cardenal Torquemada, esquina calle Tirso de Molina;-4,724033;41,661022;PSC2-Polígono San Cristóbal;;
956;Calle Cardenal Torquemada, esquina Rondilla Santa Teresa;-4,725111;41,659084;17-Rondilla;;
956;Calle Cardenal Torquemada, esquina Rondilla Santa Teresa;-4,725111;41,659084;2-Barrio España;;
956;Calle Cardenal Torquemada, esquina Rondilla Santa Teresa;-4,725111;41,659084;B1-San Pedro Regalado;;
957;Calle Cardenal Torquemada, frente al número 16, antiguo colegio San Juan;-4,724840;41,660206;2-Covaresa;;
957;Calle Cardenal Torquemada, frente al número 16, antiguo colegio San Juan;-4,724840;41,660206;C1-Parquesol;;
957;Calle Cardenal Torquemada, frente al número 16, antiguo colegio San Juan;-4,724840;41,660206;F6-Estadio;;
957;Calle Cardenal Torquemada, frente al número 16, antiguo colegio San Juan;-4,724840;41,660206;P2-Covaresa;;
955;Calle Cardenal Torquemada, frente antiguo hospital Río Hortega;-4,725367;41,658127;F6-San Pedro Regalado;;
955;Calle Cardenal Torquemada, frente antiguo hospital Río Hortega;-4,725367;41,658127;PSC2-Polígono San Cristóbal;;
1201;Calle Cardenal Torquemada, frente Polideportivo Rondilla;-4,717528;41,665719;2-Barrio España;;
1321;Calle Carraca frente 41, esquina Carretera Soria;-4,707086;41,634696;17-Polígono San Cristóbal;;
1321;Calle Carraca frente 41, esquina Carretera Soria;-4,707086;41,634696;P3-Polígono San Cristóbal;;
1321;Calle Carraca frente 41, esquina Carretera Soria;-4,707086;41,634696;PSC2-Polígono San Cristóbal;;
1334;Calle Castañuelas, esquina Calle José Ramón del Sol;-4,712960;41,632369;9-Parquesol ;;
1334;Calle Castañuelas, esquina Calle José Ramón del Sol;-4,712960;41,632369;B2-La Victoria;;
1334;Calle Castañuelas, esquina Calle José Ramón del Sol;-4,712960;41,632369;F2-Estadio;;
1334;Calle Castañuelas, esquina Calle José Ramón del Sol;-4,712960;41,632369;M3-Plaza Mayor;;
619;Calle Castillejo, frente 4-6;-4,684007;41,610962;18-La Overuela;;
619;Calle Castillejo, frente 4-6;-4,684007;41,610962;19-Plaza España;;
619;Calle Castillejo, frente 4-6;-4,684007;41,610962;B5-La Cistérniga;;
619;Calle Castillejo, frente 4-6;-4,684007;41,610962;M7-Duque de La Victoria ;;
629;Calle Cerrada 1, esquina calle Santa Clara;-4,719713;41,659320;17-Polígono San Cristóbal;;
629;Calle Cerrada 1, esquina calle Santa Clara;-4,719713;41,659320;B1-Covaresa;;
629;Calle Cerrada 1, esquina calle Santa Clara;-4,719713;41,659320;C2-Parquesol ;;
629;Calle Cerrada 1, esquina calle Santa Clara;-4,719713;41,659320;F6-San Pedro Regalado;;
629;Calle Cerrada 1, esquina calle Santa Clara;-4,719713;41,659320;M2-Plaza Mayor;;
629;Calle Cerrada 1, esquina calle Santa Clara;-4,719713;41,659320;PSC2-Polígono San Cristóbal;;
1158;Calle Chancillería 5;-4,720051;41,657037;1-Covaresa;;
1158;Calle Chancillería 5;-4,720051;41,657037;B1-Covaresa;;
1158;Calle Chancillería 5;-4,720051;41,657037;F5-Estadio;;
1158;Calle Chancillería 5;-4,720051;41,657037;M2-Plaza Mayor;;
1158;Calle Chancillería 5;-4,720051;41,657037;P1-Rubia ;;
658;Calle Chancillería, Biblioteca Reina Sofía;-4,719501;41,657108;8-Belén ;;
658;Calle Chancillería, Biblioteca Reina Sofía;-4,719501;41,657108;F5-Belén;;
661;Calle Chile, Instituto Antonio Tovar;-4,749006;41,631293;7-Belén ;;
636;Calle Cigüeña 1, esquina paseo de San Isidro;-4,713599;41,644229;18-La Overuela ;;
636;Calle Cigüeña 1, esquina paseo de San Isidro;-4,713599;41,644229;3-Girón   ;;
636;Calle Cigüeña 1, esquina paseo de San Isidro;-4,713599;41,644229;B5-La Cistérniga;;
636;Calle Cigüeña 1, esquina paseo de San Isidro;-4,713599;41,644229;C2-Parquesol ;;
636;Calle Cigüeña 1, esquina paseo de San Isidro;-4,713599;41,644229;E3-Duque de la Victoria;;
636;Calle Cigüeña 1, esquina paseo de San Isidro;-4,713599;41,644229;F3-Estadio;;
636;Calle Cigüeña 1, esquina paseo de San Isidro;-4,713599;41,644229;PSC2-Polígono San Cristóbal;;
636;Calle Cigüeña 1, esquina paseo de San Isidro;-4,713599;41,644229;PSC3-Parquesol;;
635;Calle Cigüeña 14;-4,710922;41,645431;18-La Cistérniga;;
635;Calle Cigüeña 14;-4,710922;41,645431;3-Las Flores ;;
635;Calle Cigüeña 14;-4,710922;41,645431;B5-Duque de La Victoria ;;
635;Calle Cigüeña 14;-4,710922;41,645431;C1-Parquesol;;
635;Calle Cigüeña 14;-4,710922;41,645431;E3-Los Santos Pilarica;;
635;Calle Cigüeña 14;-4,710922;41,645431;F3-Las Flores ;;
634;Calle Cigüeña 21;-4,710948;41,645547;18-La Overuela ;;
634;Calle Cigüeña 21;-4,710948;41,645547;3-Girón ;;
634;Calle Cigüeña 21;-4,710948;41,645547;B5-La Cistérniga;;
634;Calle Cigüeña 21;-4,710948;41,645547;C2-Parquesol ;;
634;Calle Cigüeña 21;-4,710948;41,645547;E3-Duque de la Victoria;;
634;Calle Cigüeña 21;-4,710948;41,645547;F3-Estadio;;
634;Calle Cigüeña 21;-4,710948;41,645547;PSC2-Polígono San Cristóbal;;
634;Calle Cigüeña 21;-4,710948;41,645547;PSC3-Parquesol;;
637;Calle Cigüeña 24, esquina calle Pelícano;-4,709524;41,647138;3-Las Flores ;;
637;Calle Cigüeña 24, esquina calle Pelícano;-4,709524;41,647138;B3-Parquesol ;;
637;Calle Cigüeña 24, esquina calle Pelícano;-4,709524;41,647138;C1-Parquesol;;
637;Calle Cigüeña 24, esquina calle Pelícano;-4,709524;41,647138;E3-Los Santos Pilarica;;
637;Calle Cigüeña 24, esquina calle Pelícano;-4,709524;41,647138;F3-Las Flores ;;
637;Calle Cigüeña 24, esquina calle Pelícano;-4,709524;41,647138;M6-Plaza Mayor;;
641;Calle Cigüeña 4, iglesia de San Isidro;-4,713201;41,644306;18-La Cistérniga;;
641;Calle Cigüeña 4, iglesia de San Isidro;-4,713201;41,644306;3-Las Flores ;;
641;Calle Cigüeña 4, iglesia de San Isidro;-4,713201;41,644306;B5-Duque de La Victoria ;;
641;Calle Cigüeña 4, iglesia de San Isidro;-4,713201;41,644306;C1-Parquesol;;
641;Calle Cigüeña 4, iglesia de San Isidro;-4,713201;41,644306;E3-Los Santos Pilarica;;
641;Calle Cigüeña 4, iglesia de San Isidro;-4,713201;41,644306;F3-Las Flores ;;
639;Calle Cigüeña 40, esquina calle Villabáñez;-4,707950;41,649109;3-Las Flores ;;
639;Calle Cigüeña 40, esquina calle Villabáñez;-4,707950;41,649109;E3-Los Santos Pilarica;;
639;Calle Cigüeña 40, esquina calle Villabáñez;-4,707950;41,649109;F3-Las Flores ;;
640;Calle Cigüeña 43, esquina calle Villabáñez;-4,708406;41,648736;3-Girón ;;
640;Calle Cigüeña 43, esquina calle Villabáñez;-4,708406;41,648736;B3-Las Flores ;;
640;Calle Cigüeña 43, esquina calle Villabáñez;-4,708406;41,648736;C2-Parquesol ;;
640;Calle Cigüeña 43, esquina calle Villabáñez;-4,708406;41,648736;E3-Duque de la Victoria;;
640;Calle Cigüeña 43, esquina calle Villabáñez;-4,708406;41,648736;F3-Estadio;;
640;Calle Cigüeña 43, esquina calle Villabáñez;-4,708406;41,648736;PSC2-Polígono San Cristóbal;;
640;Calle Cigüeña 43, esquina calle Villabáñez;-4,708406;41,648736;PSC3-Parquesol;;
638;Calle Cigüeña, frente número 20, esquina calle Pelícano;-4,710000;41,646711;18-La Overuela ;;
638;Calle Cigüeña, frente número 20, esquina calle Pelícano;-4,710000;41,646711;3-Girón  ;;
638;Calle Cigüeña, frente número 20, esquina calle Pelícano;-4,710000;41,646711;B3-Las Flores ;;
638;Calle Cigüeña, frente número 20, esquina calle Pelícano;-4,710000;41,646711;B5-La Cistérniga;;
638;Calle Cigüeña, frente número 20, esquina calle Pelícano;-4,710000;41,646711;C2-Parquesol ;;
638;Calle Cigüeña, frente número 20, esquina calle Pelícano;-4,710000;41,646711;E3-Duque de la Victoria;;
638;Calle Cigüeña, frente número 20, esquina calle Pelícano;-4,710000;41,646711;F3-Estadio;;
638;Calle Cigüeña, frente número 20, esquina calle Pelícano;-4,710000;41,646711;PSC2-Polígono San Cristóbal;;
638;Calle Cigüeña, frente número 20, esquina calle Pelícano;-4,710000;41,646711;PSC3-Parquesol;;
699;Calle Ciudad de La Habana 1, esquina Calle Amadeo Arias;-4,760092;41,636920;10-La Victoria;;
699;Calle Ciudad de La Habana 1, esquina Calle Amadeo Arias;-4,760092;41,636920;8-Belén ;;
699;Calle Ciudad de La Habana 1, esquina Calle Amadeo Arias;-4,760092;41,636920;C1-Parquesol;;
700;Calle Ciudad de La Habana, frente número 3, esquina Calle Juan G. Hortelano;-4,760322;41,636999;8-Parquesol ;;
700;Calle Ciudad de La Habana, frente número 3, esquina Calle Juan G. Hortelano;-4,760322;41,636999;C2-Parquesol ;;
647;Calle Cobalto 21, esquina Pirita;-4,704564;41,620861;17-Rondilla;;
647;Calle Cobalto 21, esquina Pirita;-4,704564;41,620861;P13-Polígono San Cristóbal;;
647;Calle Cobalto 21, esquina Pirita;-4,704564;41,620861;PSC1-Polígono San Cristóbal;;
644;Calle Cobalto 28, esquina calle Pirita;-4,704686;41,621024;17-Polígono San Cristóbal;;
644;Calle Cobalto 28, esquina calle Pirita;-4,704686;41,621024;P3-Polígono San Cristóbal;;
644;Calle Cobalto 28, esquina calle Pirita;-4,704686;41,621024;PSC2-Polígono San Cristóbal;;
648;Calle Cobalto 42, esquina calle Galena;-4,708690;41,619222;14-Plaza España;;
648;Calle Cobalto 42, esquina calle Galena;-4,708690;41,619222;17-Polígono San Cristóbal;;
648;Calle Cobalto 42, esquina calle Galena;-4,708690;41,619222;P3-Polígono San Cristóbal;;
648;Calle Cobalto 42, esquina calle Galena;-4,708690;41,619222;PSC2-Polígono San Cristóbal;;
645;Calle Cobalto 49, esquina calle Galena;-4,708616;41,619126;14-Polígono San Cristóbal;;
645;Calle Cobalto 49, esquina calle Galena;-4,708616;41,619126;17-Rondilla;;
645;Calle Cobalto 49, esquina calle Galena;-4,708616;41,619126;P13-Polígono San Cristóbal;;
645;Calle Cobalto 49, esquina calle Galena;-4,708616;41,619126;PSC1-Polígono San Cristóbal;;
646;Calle Cobalto parcela 178, esquina calle Topacio;-4,712886;41,617351;14-Plaza España;;
646;Calle Cobalto parcela 178, esquina calle Topacio;-4,712886;41,617351;17-Polígono San Cristóbal;;
646;Calle Cobalto parcela 178, esquina calle Topacio;-4,712886;41,617351;P3-Polígono San Cristóbal;;
646;Calle Cobalto parcela 178, esquina calle Topacio;-4,712886;41,617351;PSC2-Polígono San Cristóbal;;
643;Calle Cobalto parcela 81, esquina calle Topacio;-4,712804;41,617256;14-Polígono San Cristóbal;;
643;Calle Cobalto parcela 81, esquina calle Topacio;-4,712804;41,617256;17-Rondilla;;
643;Calle Cobalto parcela 81, esquina calle Topacio;-4,712804;41,617256;P13-Polígono San Cristóbal;;
643;Calle Cobalto parcela 81, esquina calle Topacio;-4,712804;41,617256;PSC1-Polígono San Cristóbal;;
1159;Calle Colón 14;-4,717794;41,653277;17-Rondilla;;
1159;Calle Colón 14;-4,717794;41,653277;8-Belén;;
1159;Calle Colón 14;-4,717794;41,653277;B3-Las Flores ;;
1205;Calle Costa Brava 1, esquina calle Costa Dorada;-4,712025;41,670778;2-Covaresa;;
1205;Calle Costa Brava 1, esquina calle Costa Dorada;-4,712025;41,670778;P2-Covaresa;;
1204;Calle Costa Brava, Carrefour;-4,709592;41,668386;2-Barrio España;;
1204;Calle Costa Brava, Carrefour;-4,709592;41,668386;P2-Covaresa;;
766;Calle Daniel del Olmo 18, frente ITV;-4,732398;41,627689;C1-Parquesol;;
770;Calle Daniel del Olmo 9;-4,734084;41,628197;16-Plaza España ;;
770;Calle Daniel del Olmo 9;-4,734084;41,628197;C2-Parquesol ;;
770;Calle Daniel del Olmo 9;-4,734084;41,628197;PSC3-Parquesol;;
769;Calle Daniel del Olmo parcela 39, ITV;-4,731225;41,627550;C2-Parquesol ;;
769;Calle Daniel del Olmo parcela 39, ITV;-4,731225;41,627550;P6-Polígono Argales;;
769;Calle Daniel del Olmo parcela 39, ITV;-4,731225;41,627550;PSC3-Parquesol;;
768;Calle Daniel del Olmo, 6 Eurofoga;-4,734907;41,628268;16-Colegio San Juan de Dios;;
768;Calle Daniel del Olmo, 6 Eurofoga;-4,734907;41,628268;C1-Parquesol;;
768;Calle Daniel del Olmo, 6 Eurofoga;-4,734907;41,628268;P1-Rubia;;
768;Calle Daniel del Olmo, 6 Eurofoga;-4,734907;41,628268;P2-Covaresa;;
768;Calle Daniel del Olmo, 6 Eurofoga;-4,734907;41,628268;P7-Polígono Argales;;
768;Calle Daniel del Olmo, 6 Eurofoga;-4,734907;41,628268;PSC1-Polígono San Cristóbal;;
767;Calle Daniel del Olmo, esquina paseo Zorrilla;-4,740638;41,630131;16-Colegio San Juan de Dios;;
767;Calle Daniel del Olmo, esquina paseo Zorrilla;-4,740638;41,630131;C1-Parquesol;;
767;Calle Daniel del Olmo, esquina paseo Zorrilla;-4,740638;41,630131;P1-Rubia ;;
767;Calle Daniel del Olmo, esquina paseo Zorrilla;-4,740638;41,630131;P2-Covaresa;;
767;Calle Daniel del Olmo, esquina paseo Zorrilla;-4,740638;41,630131;P7-Polígono Argales;;
767;Calle Daniel del Olmo, esquina paseo Zorrilla;-4,740638;41,630131;PSC1-Polígono San Cristóbal;;
662;Calle Dársena 10;-4,734456;41,663296;10-Parquesol;;
662;Calle Dársena 10;-4,734456;41,663296;6-Delicias;;
662;Calle Dársena 10;-4,734456;41,663296;B2-Delicias;;
662;Calle Dársena 10;-4,734456;41,663296;C1-Parquesol;;
662;Calle Dársena 10;-4,734456;41,663296;M4-Plaza España ;;
662;Calle Dársena 10;-4,734456;41,663296;P3-Polígono San Cristóbal;;
662;Calle Dársena 10;-4,734456;41,663296;P6-Polígono Argales;;
882;calle de la Transición 3;-4,725410;41,631470;C2-Parquesol ;;
882;calle de la Transición 3;-4,725410;41,631470;P6-Polígono Argales;;
882;calle de la Transición 3;-4,725410;41,631470;PSC3-Parquesol;;
986;Calle Doctor Villacián 3, frente Monasterio de Prado;-4,746217;41,639155;9-Poligono San Cristóbal;;
986;Calle Doctor Villacián 3, frente Monasterio de Prado;-4,746217;41,639155;C1-Parquesol;;
986;Calle Doctor Villacián 3, frente Monasterio de Prado;-4,746217;41,639155;PSC1-Polígono San Cristóbal;;
987;Calle Doctor Villacián 5, esquina Calle Mariano de los Cobos;-4,749417;41,638461;9-Poligono San Cristóbal;;
987;Calle Doctor Villacián 5, esquina Calle Mariano de los Cobos;-4,749417;41,638461;C1-Parquesol;;
987;Calle Doctor Villacián 5, esquina Calle Mariano de los Cobos;-4,749417;41,638461;PSC1-Polígono San Cristóbal;;
984;Calle Doctor Villacián, frente número 5, frente Calle Mariano de los Cobos;-4,749382;41,638633;9-Parquesol ;;
984;Calle Doctor Villacián, frente número 5, frente Calle Mariano de los Cobos;-4,749382;41,638633;C2-Parquesol ;;
984;Calle Doctor Villacián, frente número 5, frente Calle Mariano de los Cobos;-4,749382;41,638633;PSC3-Parquesol;;
985;Calle Doctor Villacián, Monasterio del Prado;-4,745727;41,639578;9-Parquesol ;;
985;Calle Doctor Villacián, Monasterio del Prado;-4,745727;41,639578;C2-Parquesol ;;
985;Calle Doctor Villacián, Monasterio del Prado;-4,745727;41,639578;PSC3-Parquesol;;
665;Calle Don Sancho 7;-4,719281;41,648465;17-Polígono San Cristóbal;;
1362;Calle Dulzaina, esquina Calle Arribes del Duero;-4,710320;41,628523;9-Poligono San Cristóbal;;
1363;Calle Dulzaina, esquina Calle Palillos;-4,710350;41,628515;9-Parquesol ;;
